alloc,,clusters,,tasksAlloc,,file
1,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_7, at3_4, at3_19, at3_22], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_28, at3_10, at3_13, at3_16, at2_11, at2_14, at2_20, at2_23, at2_26, at2_29], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at2_17, at2_8, at2_5]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation1.xml
2,,[[r2, r3, r1], [r4, r5]],,{r2=[at4_6, at4_3], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_25, at3_28, at3_13, at3_16, at3_22, at2_11, at2_14, at2_17], r4=[at1_1, at1_2], r5=[at1_1, at1_2], r1=[at3_7, at3_4, at3_10, at3_19, at2_8, at2_5, at2_20, at2_23, at2_26, at2_29]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation2.xml
3,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at4_21, at4_24, at4_27, at3_25, at3_7, at3_4, at2_8, at2_5, at2_23, at2_26, at2_29], r3=[at4_18, at4_12, at3_28, at3_10, at3_13, at3_16, at3_19, at3_22, at2_11, at2_14, at2_17, at2_20], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3.xml
3782,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3782.xml
3783,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3783.xml
3784,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3784.xml
3785,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3785.xml
3786,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3786.xml
3787,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3787.xml
3788,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3788.xml
3789,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3789.xml
3790,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3790.xml
3791,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3791.xml
3792,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3792.xml
3793,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_17, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_11, at2_14, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3793.xml
3794,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3794.xml
3795,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3795.xml
3796,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3796.xml
3797,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3797.xml
3798,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3798.xml
3799,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3799.xml
3800,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3800.xml
3801,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3801.xml
3802,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3802.xml
3803,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3803.xml
3804,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3804.xml
3805,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3805.xml
3806,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3806.xml
3807,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3807.xml
3808,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_24, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3808.xml
3809,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3809.xml
3810,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3810.xml
3811,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3811.xml
3812,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3812.xml
3813,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3813.xml
3814,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at4_21, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3814.xml
3815,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3815.xml
3816,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3816.xml
3817,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3817.xml
3818,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3818.xml
3819,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_9, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3819.xml
3820,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3820.xml
3821,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3821.xml
3822,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3822.xml
3823,,[[r2, r3], [r4, r5]],,{r2=[at4_18, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at3_22, at2_11, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3823.xml
3824,,[[r2, r3], [r4, r5]],,{r2=[at4_15, at4_6, at4_3, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_23, at2_29], r3=[at4_18, at4_9, at4_21, at4_24, at4_27, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3824.xml
3825,,[[r2, r3], [r4, r5]],,{r2=[at4_6, at4_3, at4_21, at4_24, at4_27, at3_25, at3_7, at3_4, at3_10, at3_16, at3_19, at2_8, at2_5, at2_23, at2_29], r3=[at4_15, at4_18, at4_9, at4_12, at3_28, at3_13, at3_22, at2_11, at2_14, at2_17, at2_20, at2_26], r4=[at1_1, at1_2], r5=[at1_1, at1_2]},,/Users/grisv/GitHub/KanoaV3/KanoaScheduler/KanoaTestbed/Hospital/anwer-RQ2-varyRobotsTasks/Hosp/H-r5t29-j2c0o9/results/Alloy//Allocation3825.xml
